country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","07-01-2024 09:00:00",29.497973,76.993331,CO,22,26,25
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","07-01-2024 09:00:00",29.497973,76.993331,OZONE,29,33,32
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","07-01-2024 09:00:00",28.52123,76.37138,PM2.5,88,313,272
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","07-01-2024 09:00:00",28.52123,76.37138,CO,22,38,28
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","07-01-2024 09:00:00",29.536400,75.015800,PM2.5,77,199,135
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","07-01-2024 09:00:00",29.536400,75.015800,NO2,10,10,10
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","07-01-2024 09:00:00",29.027200,77.062100,CO,25,32,30
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","07-01-2024 09:00:00",30.1480566,77.2893471,PM2.5,62,139,98
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","07-01-2024 09:00:00",30.1480566,77.2893471,PM10,77,133,111
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","07-01-2024 09:00:00",30.1480566,77.2893471,NO2,11,28,18
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","07-01-2024 09:00:00",30.943887,76.801991,PM2.5,95,483,281
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","07-01-2024 09:00:00",30.943887,76.801991,NH3,3,6,4
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","07-01-2024 09:00:00",23.811548,86.481238,PM10,61,182,122
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","07-01-2024 09:00:00",23.811548,86.481238,SO2,112,118,115
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC","07-01-2024 09:00:00",23.811548,86.481238,OZONE,18,25,18
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","07-01-2024 09:00:00",23.80569,86.44268,PM2.5,62,247,134
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","07-01-2024 09:00:00",23.80569,86.44268,SO2,7,26,16
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC","07-01-2024 09:00:00",23.669880,86.411725,NO2,212,369,312
India,Jharkhand,Pathardih,"Mohalbani Ghat, Pathardih - DMC","07-01-2024 09:00:00",23.669880,86.411725,OZONE,14,17,14
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","07-01-2024 09:00:00",16.172806,75.659694,SO2,9,10,9
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","07-01-2024 09:00:00",16.172806,75.659694,OZONE,12,27,17
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","07-01-2024 09:00:00",15.888653,74.541751,NH3,33,34,33
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","07-01-2024 09:00:00",15.888653,74.541751,SO2,8,9,8
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","07-01-2024 09:00:00",12.9135218,77.5950804,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","07-01-2024 09:00:00",13.029152,77.585901,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","07-01-2024 09:00:00",13.029152,77.585901,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","07-01-2024 09:00:00",13.029152,77.585901,CO,16,22,22
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","07-01-2024 09:00:00",12.920984,77.584908,PM2.5,57,84,67
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","07-01-2024 09:00:00",12.920984,77.584908,OZONE,16,19,18
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","07-01-2024 09:00:00",12.7816279,77.6299145,PM10,35,106,77
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","07-01-2024 09:00:00",13.003872,77.664217,NH3,4,4,4
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","07-01-2024 09:00:00",13.0270199,77.494094,PM2.5,2,57,32
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","07-01-2024 09:00:00",13.0270199,77.494094,NO2,19,31,24
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","07-01-2024 09:00:00",13.0270199,77.494094,SO2,10,20,16
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","07-01-2024 09:00:00",12.921418,77.502466,PM2.5,35,69,59
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","07-01-2024 09:00:00",12.921418,77.502466,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","07-01-2024 09:00:00",12.990328,77.5431385,SO2,1,3,2
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","07-01-2024 09:00:00",13.0246342,77.5080115,NH3,4,4,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","07-01-2024 09:00:00",12.917348,77.622813,SO2,5,12,8
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","07-01-2024 09:00:00",12.917348,77.622813,OZONE,12,18,16
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","07-01-2024 09:00:00",17.930306,77.482194,NH3,2,3,3
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","07-01-2024 09:00:00",11.55358,76.55521,NH3,1,2,2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","07-01-2024 09:00:00",13.428828,77.731418,CO,1,16,11
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","07-01-2024 09:00:00",13.328028,75.797056,NO2,18,33,24
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","07-01-2024 09:00:00",13.328028,75.797056,OZONE,14,68,15
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","07-01-2024 09:00:00",14.475800,75.905200,NO2,10,12,11
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","07-01-2024 09:00:00",15.459706,75.008381,PM10,42,95,63
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","07-01-2024 09:00:00",15.411456,75.638133,OZONE,26,54,28
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","07-01-2024 09:00:00",13.008556,76.125258,PM10,18,212,66
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","07-01-2024 09:00:00",13.008556,76.125258,NO2,10,14,12
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","07-01-2024 09:00:00",14.791800,75.389600,PM2.5,50,101,70
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","07-01-2024 09:00:00",14.791800,75.389600,PM10,41,98,68
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.351773,75.140726,NO2,NA,NA,NA
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.351773,75.140726,NH3,NA,NA,NA
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.351773,75.140726,CO,60,82,64
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","07-01-2024 09:00:00",15.3714823,75.1160168,PM10,12,116,58
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","07-01-2024 09:00:00",17.336318,76.847397,NH3,2,4,2
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","07-01-2024 09:00:00",14.816666,74.141003,PM2.5,32,120,49
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","07-01-2024 09:00:00",14.816666,74.141003,NO2,6,13,8
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","07-01-2024 09:00:00",14.816666,74.141003,CO,1,109,14
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","07-01-2024 09:00:00",14.816666,74.141003,OZONE,21,22,21
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","07-01-2024 09:00:00",13.1276288,78.1570122,PM10,46,132,79
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","07-01-2024 09:00:00",13.1276288,78.1570122,NO2,2,20,7
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","07-01-2024 09:00:00",15.347630,76.181767,PM2.5,20,77,38
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","07-01-2024 09:00:00",15.347630,76.181767,SO2,38,55,44
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","07-01-2024 09:00:00",12.415911,75.735050,NH3,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","07-01-2024 09:00:00",12.21041,76.37376,CO,6,40,16
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","07-01-2024 09:00:00",16.208139,77.348417,PM10,40,123,75
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","07-01-2024 09:00:00",16.208139,77.348417,NH3,NA,NA,NA
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","07-01-2024 09:00:00",16.208139,77.348417,SO2,62,86,70
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","07-01-2024 09:00:00",16.208139,77.348417,OZONE,1,65,7
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","07-01-2024 09:00:00",12.733409,77.298051,NO2,2,5,3
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","07-01-2024 09:00:00",12.733409,77.298051,SO2,35,42,39
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","07-01-2024 09:00:00",12.733409,77.298051,OZONE,24,26,25
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","07-01-2024 09:00:00",13.940000,75.555917,PM10,42,59,52
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","07-01-2024 09:00:00",13.377516,77.099072,PM10,43,168,106
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","07-01-2024 09:00:00",13.34194444,74.74694444,CO,44,52,46
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","07-01-2024 09:00:00",16.802639,75.722694,OZONE,14,16,15
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","07-01-2024 09:00:00",10.073232,76.302765,NH3,NA,NA,NA
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","07-01-2024 09:00:00",11.875000,75.373200,NO2,6,7,6
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,PM2.5,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,NO2,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,NH3,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,SO2,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","07-01-2024 09:00:00",8.8787,76.6073,OZONE,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","07-01-2024 09:00:00",8.563700,76.886500,NO2,8,10,9
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","07-01-2024 09:00:00",8.5149093,76.9435879,NO2,12,14,13
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","07-01-2024 09:00:00",10.532400,76.215900,PM2.5,47,55,51
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","07-01-2024 09:00:00",10.532400,76.215900,NO2,9,11,10
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","07-01-2024 09:00:00",10.532400,76.215900,SO2,1,22,9
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","07-01-2024 09:00:00",10.532400,76.215900,CO,14,54,14
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","07-01-2024 09:00:00",23.264759,77.381568,NO2,13,37,20
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","07-01-2024 09:00:00",23.210494,77.425409,NH3,7,9,8
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","07-01-2024 09:00:00",23.233584,77.400574,NO2,24,56,38
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","07-01-2024 09:00:00",23.233584,77.400574,CO,47,101,52
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","07-01-2024 09:00:00",23.233584,77.400574,OZONE,16,51,28
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","07-01-2024 09:00:00",22.9682591,76.064118,NO2,11,13,12
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","07-01-2024 09:00:00",26.203442,78.193251,SO2,13,30,24
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","07-01-2024 09:00:00",26.203442,78.193251,OZONE,19,44,19
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","07-01-2024 09:00:00",26.259242,78.216432,NO2,25,69,39
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","07-01-2024 09:00:00",26.259242,78.216432,SO2,14,19,16
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","07-01-2024 09:00:00",26.200388,78.147714,CO,2,102,30
India,"Madhya Pradesh",Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food","07-01-2024 09:00:00",26.210536,78.171,PM2.5,13,338,187
India,"Madhya Pradesh",Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food","07-01-2024 09:00:00",26.210536,78.171,PM10,16,237,125
India,"Madhya Pradesh",Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food","07-01-2024 09:00:00",26.210536,78.171,NO2,4,5,4
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","07-01-2024 09:00:00",22.4310,75.5213,PM2.5,71,258,169
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","07-01-2024 09:00:00",22.7524,75.8872,PM2.5,48,119,79
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","07-01-2024 09:00:00",22.7524,75.8872,NH3,1,2,1
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","07-01-2024 09:00:00",22.7524,75.8872,OZONE,30,41,38
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","07-01-2024 09:00:00",22.6780,75.8559,PM2.5,41,109,68
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","07-01-2024 09:00:00",22.7084,75.8815,PM2.5,42,89,68
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","07-01-2024 09:00:00",22.7084,75.8815,OZONE,12,17,13
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","07-01-2024 09:00:00",23.142888,79.916147,SO2,6,11,8
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","07-01-2024 09:00:00",23.142888,79.916147,CO,54,84,58
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","07-01-2024 09:00:00",23.168606,79.932247,PM10,44,113,88
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","07-01-2024 09:00:00",23.168606,79.932247,NO2,27,63,42
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","07-01-2024 09:00:00",23.218135,79.957770,NH3,2,3,2
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","07-01-2024 09:00:00",23.218135,79.957770,SO2,5,9,7
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","07-01-2024 09:00:00",23.50016,80.23284,NO2,8,37,24
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","07-01-2024 09:00:00",24.2613009,80.7231783,SO2,11,12,12
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","07-01-2024 09:00:00",23.108440,77.511428,PM10,84,119,101
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","07-01-2024 09:00:00",23.108440,77.511428,NH3,8,10,9
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","07-01-2024 09:00:00",23.108440,77.511428,SO2,47,139,92
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","07-01-2024 09:00:00",23.331731,75.045981,PM2.5,32,106,73
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","07-01-2024 09:00:00",23.331731,75.045981,NO2,3,72,25
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","07-01-2024 09:00:00",23.331731,75.045981,SO2,13,16,13
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","07-01-2024 09:00:00",23.838586,78.759431,PM10,66,136,107
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","07-01-2024 09:00:00",23.8640158,78.80289321,PM2.5,26,50,37
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","07-01-2024 09:00:00",24.58434363,80.8549414,SO2,3,5,4
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","07-01-2024 09:00:00",24.58434363,80.8549414,OZONE,59,69,66
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","07-01-2024 09:00:00",24.108970,82.645580,PM2.5,37,181,99
India,"Madhya Pradesh",Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB","07-01-2024 09:00:00","23.182719 ","75.768218 ",SO2,6,11,9
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","07-01-2024 09:00:00",19.10122,74.73339,NH3,5,7,6
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","07-01-2024 09:00:00",20.719516,77.000253,PM2.5,71,160,102
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","07-01-2024 09:00:00",20.719516,77.000253,PM10,124,154,136
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","07-01-2024 09:00:00",20.719516,77.000253,NO2,11,70,23
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","07-01-2024 09:00:00",20.9402359,77.7895248,SO2,4,16,9
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","07-01-2024 09:00:00",20.939198,77.765701,NH3,1,3,2
